1ｺｰﾅｰ,2ｺｰﾅｰ,3ｺｰﾅｰ,4ｺｰﾅｰ,グレード,タイム,データソース,トラック,上がり3F,人気,付加賞金,単勝ｵｯｽﾞ,場名,天候,年,性別,所属,斤量,日,月,本賞金,母,母父,毛色,水分,父,父父,生年,生産者,着順_num,競走名,競走条件,競走種別,競走記号,脚質,誕生月,調教師,距離,重量種別,頭数,馬主,馬体重,馬場状態,馬齢,騎手,Ｒ
,,,,,,,,,1.0,,2.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,8.0,,28.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,12.0,,241.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,8,,
,,,,,,,,,2.0,,3.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,7.0,,25.1,,,,,,56,,,,,,,,,,,,,,,,,,,,1500,,12,,,,11,,
,,,,,,,,,5.0,,13.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,7,,
,,,,,,,,,6.0,,16.9,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,10.0,,66.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,9.0,,30.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,11.0,,58.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,7,,
,,,,,,,,,6.0,,13.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,10.0,,32.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,1.0,,3.3,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,8,,
,,,,,,,,,5.0,,12.5,,,,,,53,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,4.0,,8.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,7.0,,13.5,,,,,,51,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,2.0,,3.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,12.0,,78.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,9.0,,24.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,3.0,,4.5,,,,,,53,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,7.0,,12.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,2.0,,5.6,,,,,,52,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,4.0,,6.9,,,,,,52,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,12.0,,79.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,8.0,,15.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,10.0,,56.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,3.0,,6.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,11.0,,70.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,6.0,,11.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,1.0,,2.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,9.0,,18.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,5.0,,10.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,3,,
,,,,,,,,,9.0,,23.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,12.0,,60.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,8,,
,,,,,,,,,3.0,,6.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,7.0,,18.1,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,1.0,,3.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,5.0,,12.1,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,6,,
,,,,,,,,,6.0,,14.2,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,4.0,,6.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,5,,
,,,,,,,,,10.0,,24.3,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,9,,
,,,,,,,,,8.0,,22.1,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,2.0,,3.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1500,,12,,,,4,,
,,,,,,,,,11.0,,54.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1500,,12,,,,8,,
,,,,,,,,,9.0,,13.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,7,,
,,,,,,,,,12.0,,223.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,9,,
,,,,,,,,,11.0,,204.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,5,,
,,,,,,,,,1.0,,4.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,4,,
,,,,,,,,,8.0,,12.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,5,,
,,,,,,,,,2.0,,4.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,4,,
,,,,,,,,,7.0,,11.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,5,,
,,,,,,,,,5.0,,9.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,5,,
,,,,,,,,,4.0,,9.4,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,8,,
,,,,,,,,,3.0,,5.6,,,,,,53,,,,,,,,,,,,,,,,,,,,1700,,12,,,,5,,
,,,,,,,,,6.0,,11.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,7,,
,,,,,,,,,10.0,,21.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1700,,12,,,,8,,
,,,,,,,,,1.0,,4.2,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,7.0,,12.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
,,,,,,,,,10.0,,27.7,,,,,,51,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,8.0,,15.9,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,2.0,,4.2,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,3.0,,5.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,6.0,,11.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,9.0,,16.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
,,,,,,,,,5.0,,9.7,,,,,,52,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
,,,,,,,,,12.0,,105.0,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,12,,,,10,,
,,,,,,,,,4.0,,7.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,11.0,,34.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,6,,
,,,,,,,,,9.0,,59.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,6.0,,13.7,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,12,,,,6,,
,,,,,,,,,12.0,,127.4,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,10.0,,103.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,5.0,,13.4,,,,,,58,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,11.0,,107.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,4.0,,11.9,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,7.0,,16.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
,,,,,,,,,8.0,,28.5,,,,,,52,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,1.0,,2.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,2.0,,2.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,3.0,,6.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,7.0,,65.3,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,10.0,,114.3,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,8.0,,70.9,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,11.0,,215.0,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,11,,,,7,,
,,,,,,,,,3.0,,13.0,,,,,,52,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,6.0,,61.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,8,,
,,,,,,,,,2.0,,6.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,4.0,,14.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,5.0,,40.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,8,,
,,,,,,,,,1.0,,1.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,5,,
,,,,,,,,,9.0,,103.2,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,5,,
,,,,,,,,,10.0,,44.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,9,,
,,,,,,,,,6.0,,9.3,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,11,,,,6,,
,,,,,,,,,2.0,,4.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,5,,
,,,,,,,,,4.0,,7.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,8,,
,,,,,,,,,5.0,,8.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,7.0,,26.3,,,,,,53,,,,,,,,,,,,,,,,,,,,1400,,11,,,,6,,
,,,,,,,,,9.0,,43.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,11,,,,8,,
,,,,,,,,,8.0,,35.9,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,11,,,,9,,
,,,,,,,,,3.0,,6.7,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,11,,,,5,,
,,,,,,,,,11.0,,71.2,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,7,,
,,,,,,,,,1.0,,2.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,11,,,,4,,
,,,,,,,,,10.0,,49.4,,,,,,54,,,,,,,,,,,,,,,,,,,,1230,,12,,,,7,,
,,,,,,,,,4.0,,8.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1230,,12,,,,4,,
,,,,,,,,,6.0,,10.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1230,,12,,,,7,,
,,,,,,,,,2.0,,4.3,,,,,,55,,,,,,,,,,,,,,,,,,,,1230,,12,,,,8,,
,,,,,,,,,9.0,,34.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1230,,12,,,,6,,
,,,,,,,,,1.0,,3.1,,,,,,55,,,,,,,,,,,,,,,,,,,,1230,,12,,,,7,,
,,,,,,,,,12.0,,121.7,,,,,,56,,,,,,,,,,,,,,,,,,,,1230,,12,,,,4,,
,,,,,,,,,5.0,,8.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1230,,12,,,,8,,
,,,,,,,,,3.0,,5.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1230,,12,,,,7,,
,,,,,,,,,7.0,,13.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1230,,12,,,,7,,
,,,,,,,,,8.0,,27.4,,,,,,52,,,,,,,,,,,,,,,,,,,,1230,,12,,,,4,,
,,,,,,,,,11.0,,61.7,,,,,,56,,,,,,,,,,,,,,,,,,,,1230,,12,,,,4,,
,,,,,,,,,10.0,,197.7,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,4.0,,9.6,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,3.0,,6.7,,,,,,53,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,1.0,,1.4,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,7.0,,66.2,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,9.0,,98.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,5.0,,22.8,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,8.0,,69.7,,,,,,51,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,2.0,,5.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,6.0,,30.9,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,3,,
,,,,,,,,,4.0,,18.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,8.0,,41.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,9.0,,44.9,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,7,,
,,,,,,,,,10.0,,101.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,5.0,,23.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,3.0,,15.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,6.0,,28.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,7.0,,38.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,2.0,,2.3,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,1.0,,1.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,10.0,,291.0,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,7,,
,,,,,,,,,7.0,,32.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,1.0,,1.6,,,,,,58,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,8.0,,53.1,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,9.0,,76.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,6,,
,,,,,,,,,3.0,,7.4,,,,,,58,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,6.0,,20.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,5.0,,14.3,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,10,,,,4,,
,,,,,,,,,2.0,,5.4,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,5,,
,,,,,,,,,4.0,,7.6,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,10,,,,7,,
,,,,,,,,,10.0,,315.9,,,,,,56,,,,,,,,,,,,,,,,,,,,820,,10,,,,7,,
,,,,,,,,,7.0,,40.6,,,,,,54,,,,,,,,,,,,,,,,,,,,820,,10,,,,4,,
,,,,,,,,,9.0,,108.7,,,,,,58,,,,,,,,,,,,,,,,,,,,820,,10,,,,5,,
,,,,,,,,,3.0,,5.4,,,,,,56,,,,,,,,,,,,,,,,,,,,820,,10,,,,4,,
,,,,,,,,,2.0,,3.2,,,,,,56,,,,,,,,,,,,,,,,,,,,820,,10,,,,5,,
,,,,,,,,,5.0,,7.6,,,,,,51,,,,,,,,,,,,,,,,,,,,820,,10,,,,4,,
,,,,,,,,,1.0,,2.9,,,,,,58,,,,,,,,,,,,,,,,,,,,820,,10,,,,6,,
,,,,,,,,,6.0,,13.9,,,,,,58,,,,,,,,,,,,,,,,,,,,820,,10,,,,7,,
,,,,,,,,,8.0,,57.0,,,,,,56,,,,,,,,,,,,,,,,,,,,820,,10,,,,7,,
,,,,,,,,,4.0,,6.7,,,,,,55,,,,,,,,,,,,,,,,,,,,820,,10,,,,4,,
,,,,,,,,,3.0,,4.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,8.0,,77.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,11.0,,171.0,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,4.0,,6.7,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,5.0,,9.9,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,10.0,,145.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,7.0,,26.3,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,12.0,,261.7,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
,,,,,,,,,9.0,,108.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,1.0,,2.8,,,,,,58,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,2.0,,3.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,6.0,,23.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,7.0,,41.4,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,2.0,,2.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,10.0,,109.3,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,6.0,,22.1,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,1.0,,2.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,12.0,,402.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,5.0,,19.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,3.0,,3.9,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,8.0,,47.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,4.0,,18.6,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,9.0,,53.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,11.0,,155.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1700,,12,,,,3,,
,,,,,,,,,10.0,,129.8,,,,,,53,,,,,,,,,,,,,,,,,,,,1400,,12,,,,9,,
,,,,,,,,,1.0,,1.7,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,7.0,,67.3,,,,,,56,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,6.0,,25.6,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,2.0,,3.5,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,3.0,,10.2,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,4,,
,,,,,,,,,12.0,,391.8,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,9.0,,129.0,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,6,,
,,,,,,,,,8.0,,76.8,,,,,,55,,,,,,,,,,,,,,,,,,,,1400,,12,,,,7,,
,,,,,,,,,4.0,,10.5,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,5.0,,12.9,,,,,,57,,,,,,,,,,,,,,,,,,,,1400,,12,,,,5,,
,,,,,,,,,11.0,,225.7,,,,,,54,,,,,,,,,,,,,,,,,,,,1400,,12,,,,8,,
